row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
1127,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.595,0.026,0.149,0.074,0.501,0.221,0.244,0.035,0,0.934,0.007,0.001,0.114228457,0.405811623,0.315631263,0.164328657,16,10,0.3,0.104,0.088,,0.143,0.363,11,,,549,1040,b
1128,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.372,0.067,0.333,0.14,0.507,0.217,0.23,0.17,0.016,0.789,0.002,0,0.177845528,0.408536585,0.297764228,0.115853659,10,19,0.268,,0.122,0.097,,0.322,10,,39.42,4350,2190,b
1129,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.472,0.072,0.235,0.077,0.52,0.234,0.161,0.07,0.385,0.516,0.015,0.009,0.15920398,0.334328358,0.310447761,0.1960199,11,11,0.32,0.223,0.126,0.102,0.164,0.319,12,11.5,18.59,2020,1670,a
1130,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.426,0.068,0.214,0.084,0.461,0.232,0.149,0.025,0.045,0.906,0.013,0,0.152777778,0.425595238,0.299603175,0.12202381,11,9,0.33,0.31,0.108,0.076,0.2,0.29,13,,25.42,5699,6099,b
1136,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.4,0.1,0.245,0.076,0.53,0.247,0.157,0.071,0.499,0.416,0.007,0.003,0.242147923,0.372847011,0.27254306,0.112462006,13,11,0.321,0.275,0.138,0.122,0.075,0.322,12,15.01,17.21,2420,1960,b
1138,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.457,0.036,0.197,0.099,0.496,0.215,0.213,0.036,0.019,0.922,0.004,0.002,0.100401606,0.333333333,0.323293173,0.242971888,10,13,0.325,0.2,0.099,,0.153,0.228,9,,,,,b
1139,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.355,0.061,0.195,0.06,0.386,0.174,0.142,0.02,0.587,0.375,0.003,0.001,0.235756385,0.418467583,0.247544204,0.098231827,11,10,0.325,0.197,0.123,0.11,,0.293,12,,21.21,11879,1690,a
1140,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.435,0.06,0.191,0.087,0.494,0.184,0.233,0.057,0.006,0.888,0.014,0,0.082828283,0.397979798,0.361616162,0.157575758,7,12,0.272,,0.105,,,0.182,10,,,,,a
1141,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.51,0.032,0.134,0.091,0.484,0.175,0.276,0.019,0,0.941,0.018,0.002,0.096806387,0.309381238,0.408183633,0.185628743,7,19,0.281,0.174,0.106,0.07,0.232,0.296,10,,,,3080,a
1144,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.454,0.064,0.234,0.084,0.515,0.242,0.158,0.037,0.164,0.781,0,0.017,0.173826174,0.312687313,0.31968032,0.193806194,12,11,0.306,0.208,0.12,0.091,0.099,0.3,13,6.97,21.25,2659,1649,b
1145,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.359,0.091,0.276,0.114,0.496,0.224,0.182,0.038,0.002,0.669,0.214,0.008,0.160120846,0.345417925,0.358509567,0.135951662,11,10,0.376,0.221,0.123,0.09,,0.345,11,,27.47,1190,3669,a
1147,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.434,0.056,0.191,0.06,0.512,0.212,0.206,0.038,0.007,0.916,0.018,0.006,0.102897103,0.305694306,0.397602398,0.193806194,11,11,0.283,0.223,0.124,0.066,0.15,0.216,10,,14.27,2450,1039,a
1148,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.44,0.066,0.247,0.058,0.486,0.235,0.193,0.02,0.286,0.674,0.004,0.001,0.203,0.421,0.238,0.138,12,12,0.394,0.195,0.116,0.099,,0.339,11,,24.68,8049,5399,a
1150,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.452,0.027,0.205,0.061,0.513,0.265,0.12,0.042,0.061,0.872,0.009,0.004,0.126357354,0.346495558,0.33958539,0.187561698,13,9,0.329,0.208,0.121,0.074,0.151,0.277,12,4.7,23.07,3720,5369,a
1152,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.533,0.026,0.133,0.056,0.518,0.225,0.193,0.049,0.004,0.918,0.011,0.001,0.06875632,0.323559151,0.347826087,0.259858443,12,10,0.321,0.191,0.089,0.054,0.17,0.25,11,,12.38,1540,1239,a
1153,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.418,0.063,0.199,0.076,0.462,0.203,0.157,0.017,0.045,0.926,0.003,0.004,0.129482072,0.428286853,0.304780876,0.137450199,11,11,0.319,0.233,0.117,0.075,0.156,0.322,14,,24.31,3529,2350,a
1155,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.334,0.082,0.329,0.156,0.49,0.137,0.317,0.191,0.002,0.767,0.025,0.002,0.059415911,0.359516616,0.314199396,0.266868077,6,9,0.25,0.218,0.104,0.129,0.129,0.236,10,,,,1859,b
1156,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.45,0.042,0.198,0.085,0.499,0.273,0.141,0.035,0.01,0.926,0.015,0.003,0.061886051,0.310412574,0.408644401,0.219056974,13,7,0.233,0.134,0.076,0.075,0.135,0.219,11,,23.33,1830,1380,a
1157,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.445,0.055,0.159,0.051,0.491,0.205,0.156,0.059,0.029,0.784,0.021,0.046,0.064039409,0.230541872,0.40591133,0.299507389,12,8,0.306,0.174,0.085,0.063,0.178,0.185,11,1.8,8.38,1460,1490,b
1158,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.529,0.056,0.201,0.065,0.513,0.226,0.13,0.186,0.093,0.48,0,0.227,0.106212425,0.265531062,0.216432866,0.411823647,11,7,0.236,0.127,0.093,0.084,0.123,0.265,11,1.91,5.4,1299,1070,b
1159,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.458,0.045,0.26,0.114,0.51,0.235,0.153,0.046,0.027,0.695,0.173,0.003,0.122244489,0.329659319,0.280561122,0.26753507,15,10,0.389,0.274,0.113,0.092,0.124,0.358,10,2.94,31.74,1799,1640,b
1161,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.589,0.032,0.116,0.068,0.47,0.183,0.125,0.068,0.008,0.892,0.016,0.016,0.041958042,0.254745255,0.384615385,0.318681319,6,4,0.191,0.158,0.07,0.105,0.184,0.182,13,,,,2739,a
1162,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.514,0.037,0.151,0.058,0.47,0.177,0.189,0.034,0.011,0.857,0.003,0.089,0.058473736,0.309217047,0.319127849,0.313181368,9,7,0.273,0.217,0.108,0.049,,0.21,10,,14.4,1859,1199,a
1163,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.446,0.051,0.182,0.097,0.504,0.243,0.141,0.023,0.128,0.802,0.003,0.014,0.13671875,0.236328125,0.403320312,0.223632813,10,6,0.297,0.176,0.111,0.081,,0.236,12,,16.67,,4999,b
1165,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.47,0.054,0.243,0.101,0.511,0.239,0.149,0.057,0.205,0.698,0,0.022,0.171485543,0.298105683,0.308075773,0.222333001,12,10,0.293,0.199,0.129,0.098,0.121,0.272,13,7.9,16.95,2130,1520,a
1166,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.533,0.048,0.239,0.067,0.515,0.225,0.108,0.093,0.277,0.564,0.001,0.032,0.130348259,0.24278607,0.258706468,0.368159204,15,8,0.298,0.171,0.09,0.086,0.111,0.271,14,12.16,13.19,1440,1070,b
1168,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.518,0.043,0.16,0.071,0.484,0.238,0.177,0.014,0,0.97,0.009,0,0.125379171,0.462082912,0.279069767,0.13346815,11,9,0.319,0.162,0.077,0.064,0.305,0.253,11,,13.59,1580,2270,a
1169,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.443,0.056,0.423,0.188,0.506,0.289,0.114,0.299,0.033,0.642,0.03,0.001,0.28313253,0.363453815,0.268072289,0.085341365,19,7,0.282,,0.095,,,0.271,12,,35.07,,,b
1175,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.497,0.04,0.118,0.054,0.505,0.219,0.136,0.118,0.009,0.311,0,0.29,0.09227683,0.304914744,0.347041123,0.255767302,13,7,0.231,0.154,0.083,0.086,0.208,0.178,,0.25,11.86,1670,1219,b
1177,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.532,0.041,0.223,0.076,0.52,0.222,0.109,0.099,0.278,0.57,0.009,0.032,0.127918782,0.247715736,0.250761421,0.373604061,15,8,0.311,0.167,0.108,0.095,0.108,0.259,15,9,12.35,1400,1050,a
1178,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.438,0.058,0.193,0.088,0.482,0.211,0.159,0.011,0.061,0.888,0.004,0.001,0.116533865,0.406374502,0.271912351,0.205179283,12,11,0.294,0.319,0.108,0.087,0.244,0.257,10,,14.51,3800,2519,b
1179,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.417,0.051,0.368,0.162,0.504,0.314,0.104,0.027,0,0.38,0.566,0.002,0.172962227,0.380715706,0.313121272,0.133200795,23,14,0.364,0.276,0.151,0.068,0.237,0.315,10,19.7,38.84,1850,3640,a
1181,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.555,0.015,0.146,0.063,0.484,0.239,0.203,0.014,0,0.96,0.002,0.003,0.108374384,0.338916256,0.313300493,0.239408867,12,8,0.317,0.138,0.08,0.04,0.2,0.273,9,,,,2009,a
1183,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.494,0.025,0.139,0.07,0.483,0.235,0.118,0.026,0.027,0.886,0.019,0,0.072361809,0.303517588,0.373869347,0.250251256,19,7,0.292,0.181,0.085,0.053,0.227,0.296,10,,10.9,1439,1390,b
1188,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.592,0.033,0.158,0.062,0.501,0.195,0.137,0.039,0.012,0.928,0.007,0.008,0.060336301,0.199802176,0.362017804,0.377843719,9,5,0.291,0.123,0.068,0.066,0.198,0.275,11,,,2159,2370,b
1191,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.38,0.086,0.215,0.053,0.548,0.196,0.164,0.01,0.73,0.242,0.003,0.006,0.21335992,0.408773679,0.224327019,0.153539382,13,11,0.406,0.176,0.161,0.126,,0.31,13,,31.16,6680,2680,a
1192,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.594,0.047,0.137,0.101,0.48,0.16,0.152,0.054,0.004,0.919,0.002,0.007,0.033966034,0.228771229,0.328671329,0.408591409,9,7,0.168,0.194,0.054,0.117,0.231,0.174,13,,19.4,3029,,b
1194,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.507,0.044,0.111,0.061,0.508,0.217,0.201,0.049,0.004,0.942,0,0,0.121334681,0.383215369,0.333670374,0.161779575,12,11,0.295,0.245,0.091,0.06,0.189,0.312,13,,20.27,2429,1919,b
1195,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.472,0.042,0.311,0.173,0.497,0.234,0.205,0.28,0.12,0.587,0.011,0.007,0.176176176,0.391391391,0.25025025,0.182182182,12,11,0.304,,0.122,0.068,0.184,0.284,9,7.5,20.34,3450,1370,a
1197,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.483,0.037,0.413,0.2,0.483,0.312,0.13,0.6,0.016,0.366,0.014,0.016,0.296407186,0.334331337,0.240518962,0.128742515,16,8,0.298,,0.095,0.08,,0.282,9,,36.33,8219,2699,b
1199,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.477,0.055,0.114,0.038,0.511,0.225,0.178,0.014,0.012,0.947,0.001,0.009,0.093780849,0.35834156,0.30207305,0.245804541,11,9,0.314,0.138,0.114,0.075,0.201,0.258,12,,12.55,6279,3599,a
1200,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.462,0.05,0.292,0.153,0.452,0.249,0.133,0.385,0.063,0.547,0.018,0.015,0.186069652,0.313432836,0.350248756,0.150248756,13,8,0.286,,0.094,0.103,,0.327,10,,18.82,3459,2440,a
1203,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.459,0.082,0.228,0.171,0.502,0.24,0.171,0.134,0.013,0.769,0.054,0.028,0.100101112,0.35793731,0.386248736,0.155712841,14,10,0.322,0.238,0.083,0.069,0.171,0.258,13,,26.07,1760,1889,b
1204,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.547,0.035,0.119,0.054,0.51,0.228,0.148,0.031,0.1,0.849,0.005,0.018,0.083333333,0.275490196,0.290196078,0.350980392,9,8,0.247,0.169,0.096,0.074,0.163,0.243,12,2.2,11.19,1800,1390,a
1205,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.364,0.078,0.277,0.151,0.501,0.318,0.117,0.053,0,0.469,0.467,0.007,0.161546085,0.313181368,0.337958375,0.187314172,15,8,0.254,0.092,0.099,0.064,0.07,0.264,9,,46.43,1240,1490,a
1207,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.46,0.067,0.132,0.04,0.493,0.176,0.211,0.013,0,0.961,0.007,0.001,0.159405941,0.435643564,0.244554455,0.16039604,10,9,0.286,0.253,0.11,0.095,0.208,0.224,11,,,3120,3140,b
1208,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.348,0.069,0.305,0.112,0.476,0.288,0.137,0.038,0.412,0.487,0.071,0.009,0.242814668,0.352824579,0.282457879,0.121902874,13,13,0.364,0.271,0.163,0.129,0.118,0.36,13,11.4,27.55,5839,11640,a
1210,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.53,0.064,0.306,0.13,0.521,0.216,0.153,0.256,0.263,0.429,0,0.03,0.114488349,0.278622087,0.296859169,0.310030395,12,8,0.241,0.144,0.085,0.103,0.147,0.237,11,5.08,12.45,1509,1339,b
1213,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.411,0.062,0.324,0.122,0.499,0.188,0.238,0.093,0.013,0.865,0.005,0.005,0.197368421,0.332995951,0.302631579,0.167004049,9,13,0.23,0.269,0.107,0.072,0.156,0.319,13,,18.09,5459,909,a
1214,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.342,0.079,0.238,0.051,0.555,0.183,0.194,0.012,0.055,0.914,0.007,0,0.182643794,0.407669021,0.278506559,0.131180626,7,15,0.36,0.204,0.138,0.099,0.114,0.354,13,,20.58,7530,2309,b
1217,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.593,0.041,0.118,0.035,0.5,0.187,0.17,0.015,0.007,0.944,0,0.009,0.06,0.349,0.311,0.28,8,8,0.247,0.114,0.082,0.061,0.201,0.188,12,,11.23,1609,1399,a
1220,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.404,0.068,0.262,0.062,0.498,0.237,0.17,0.025,0.003,0.942,0.015,0.014,0.178861789,0.402439024,0.289634146,0.129065041,11,12,0.338,0.278,0.129,0.082,,0.323,11,,15.76,4619,3599,b
1221,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.49,0.072,0.251,0.069,0.491,0.188,0.211,0.007,0.01,0.981,0.001,0.002,0.12012012,0.525525526,0.206206206,0.148148148,9,13,0.303,0.264,0.121,0.072,,0.371,13,,21.96,1430,1749,b
1222,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.341,0.08,0.3,0.095,0.484,0.229,0.159,0.018,0.262,0.695,0.001,0.01,0.15529179,0.439169139,0.300692384,0.104846686,10,11,0.311,,0.122,0.153,,0.27,12,,18.29,5199,3219,b
1223,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.44,0.069,0.125,0.044,0.502,0.211,0.165,0.018,0.005,0.951,0.006,0.005,0.112887113,0.381618382,0.306693307,0.198801199,11,10,0.314,0.204,0.105,0.078,0.232,0.231,13,,12.84,3700,2539,a
1224,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.481,0.07,0.196,0.069,0.489,0.271,0.098,0.027,0.191,0.745,0.012,0.017,0.1366765,0.285152409,0.350049164,0.228121927,13,7,0.305,0.236,0.112,0.091,0.153,0.242,12,,21.35,5919,1900,b
